역번호,역사명,노선번호,노선명,영문역사명,한자역사명,환승역구분,환승노선번호,환승노선명,역위도,역경도,운영기관명,역사도로명주소,역사전화번호,데이터기준일자
1214,국수역,I4108,경의중앙선,Guksu,菊 秀,일반역,,,37.516171,127.399402,한국철도공사,경기도 양평군 양서면 국수역길 45,1588-7788,2025-04-08
0217,국제금융센터·부산은행,S2602,부산 도시철도 2호선,Busan Int’l Finance Center·Busan Bank,釜山國際金融中心·釜山銀行,일반역,,,35.14583,129.06672,부산광역시 부산교통공사,부산광역시 남구 전포대로 지하97 ,051-678-6217,2022-11-30
3138,국제업무지구,S2801,인천지하철 1호선,Int'l Business District,國際業務地區,일반역,-,-,37.400421,126.630105,인천교통공사,인천광역시 연수구 인천타워대로 334,032-451-3188,2022-04-30
4114,국회의사당,S1109,서울 도시철도 9호선,National Assembly,國會議事堂,일반역,,,37.528105,126.917874,서울특별시 서울시메트로9호선㈜,서울특별시 영등포구 국회대로 지하758,02-2656-0914,2024-02-29
0544,군자(능동),S1105,5호선,Gunja (Neungdong),君子(陵洞),환승역,S1107,수도권  도시철도 7호선,37.557102,127.079559,서울교통공사,서울특별시 광진구 천호대로 지하550(능동),02-6311-5441,2024-12-31
0725,군자(능동),S1107,7호선,Gunja (Neungdong),君子(陵洞),환승역,S1105,수도권  도시철도 5호선,37.557151,127.079484,서울교통공사,서울특별시 광진구 천호대로 지하550(능동),02-6311-5441,2024-12-31
1709,군포역,I4101,경부선,Gunpo,軍 浦,일반역,,,37.353732,126.948517,한국철도공사,경기도 군포시 군포역1길 27,1588-7788,2025-04-08
1324,굴봉산역,I41K2,경춘선,Gulbongsan,屈峰山,일반역,,,37.832086,127.557732,한국철도공사,강원도 춘천시 남산면 서백길 192(백양리 588-30),1588-7788,2025-04-08
3760,굴포천,S1107,도시철도 7호선,Gulpocheon,掘浦川,일반역,,,37.50695,126.731481,인천교통공사,인천광역시 부평구 길주로 지하 623 (삼산동),032-451-1373,2022-04-30
0550,굽은다리(강동구민회관앞),S1105,5호선,Gubeundari (Gangdong Community Center ),굽은다리(江東區民會館앞),일반역,,,37.545442,127.142844,서울교통공사,서울특별시 강동구 양재대로 지하1572(명일동),02-6311-5501,2024-12-31
3111,귤현,S2801,인천지하철 1호선,Gyulhyeon,橘峴,일반역,-,-,37.566362,126.742498,인천교통공사,인천광역시 계양구 장제로 1136,032-515-9104,2022-04-30
0238,금곡,S2602,부산 도시철도 2호선,Geumgok,金谷,일반역,,,35.26733,129.01686,부산광역시 부산교통공사,부산광역시 북구 금곡대로 685,051-678-6238,2022-11-30
1316,금곡역,I41K2,경춘선,Geumgok,金 谷,일반역,,,37.637414,127.207931,한국철도공사,경기도 남양주시 경춘로 903(금곡동 404-276),1588-7788,2025-04-08
105,금남로4가,S2901,광주도시철도 1호선,Geumnamno 4(sa)-ga,錦南路4街,일반역,,,35.150976,126.914446,광주교통공사,광주광역시 동구 금남로 지하 210(금남로4가),062-604-8450,2022-09-02
106,금남로5가,S2901,광주도시철도 1호선,Geumnamno 5(o)-ga,錦南路5街,일반역,,,35.153658,126.910033,광주교통공사,광주광역시 북구 금남로 지하 138(북동),062-604-8460,2022-09-02
0210,금련산,S2602,부산 도시철도 2호선,Geumnyeonsan,金蓮山,일반역,,,35.14989,129.111008,부산광역시 부산교통공사,부산광역시 수영구 수영로 지하 482,051-678-6210,2022-11-30
1279,금릉역,I4108,경의중앙선,Geumneung,金 陵,일반역,,,37.751295,126.765401,한국철도공사,경기도 파주시 금릉역로85,1588-7788,2025-04-08
0408,금사,L2604,부산 경량도시철도 4호선,Geumsa,錦絲,일반역,,,35.21583,129.11517,부산광역시 부산교통공사,부산광역시 금정구 반송로 지하 465,051-678-6408,2022-11-30
1708,금정역,I4101,경부선,Geumjeong,衿 井,환승역,I4103,안산과천선,37.371957,126.943411,한국철도공사,경기도 군포시 군포로 750,1588-7788,2025-04-08
1708,금정역,I4103,안산과천선,Geumjeong,衿 井,환승역,I4101,경부선,37.371957,126.943611,한국철도공사,경기도 군포시 군포로 750,1588-7788,2025-04-08
1703,금천구청역,I4101,경부선,Geumcheon-gu Office,衿川區廳,일반역,,,37.45576,126.894344,한국철도공사,서울시 금천구 시흥대로 63길 91,1588-7788,2025-04-08
1280,금촌역,I4108,경의중앙선,Geumchon,金 村,일반역,,,37.766106,126.774515,한국철도공사,경기도 파주시 새꽃로 193,1588-7788,2025-04-08
0334,금호,I1103,3호선,Geumho,金湖,일반역,,,37.548269,127.015785,서울교통공사,서울특별시 성동구 동호로 지하104(금호동4가),02-6110-3341,2024-12-31
8013,기장역,I26K6,동해선,Gijang,機 張,일반역,,,35.244627,129.2188951,한국철도공사,부산시 기장군 기장읍 차성로288번길 86,1588-7788,2025-04-08
Y110,기흥(백남준아트센터),L41E1,에버라인,Giheung,器興,환승역,L41E1,수도권  경량도시철도 에버라인,37.27545288,127.1170465,경기도 용인경전철,경기도 용인시 기흥구 중부대로 460,031-329-3541,2025-03-25
1865,기흥역,I4105,분당선,Giheung,器 興,환승역,L41E1,수도권 경량도시철도 에버라인,37.275657,127.115944,한국철도공사,경기도 용인시 중부대로 460,1588-7788,2025-04-08
0549,길동,S1105,5호선,Gildong,吉洞,일반역,,,37.538022,127.140085,서울교통공사,서울특별시 강동구 양재대로 지하1480(길동),02-6311-5491,2024-12-31
0417,길음,I1104,4호선,Gireum,吉音,일반역,,,37.603387,127.025053,서울교통공사,서울특별시 성북구 동소문로 지하248(길음동),02-6110-4171,2024-12-31
114,김대중컨벤션센터(마륵),S2901,광주도시철도 1호선,Kim Daejung Convention Center (Mareuk),金大中会展中心（马勒）,일반역,,,35.143214,126.841442,광주교통공사,광주광역시 서구 상무대로 지하 705(마륵동),062-604-8540,2022-09-02
Y119,김량장,L41E1,에버라인,Gimnyangjang,金良場,일반역,L41E1,수도권  경량도시철도 에버라인,37.23732377,127.1986109,경기도 용인경전철,경기도 용인시 처인구 금학로 315,031-329-3575,2025-03-25
1327,김유정역,I41K2,경춘선,Gimyujeong,金裕貞,일반역,,,37.818475,127.714302,한국철도공사,강원도 춘천시 신동면 김유정로 1435(신동면 증리 859-3),1588-7788,2025-04-08
0512,김포공항,S1105,5호선,Gimpo Int'l Airport,金浦空港,환승역,S11S1+I28A1+L41G1+I41WS,수도권 도시철도 9호선+수도권 광역철도 공항+김포도시철도+서해선,37.56217,126.801273,서울교통공사,서울특별시 강서구 하늘길 지하77(방화동),02-6311-5121,2024-12-31
4102,김포공항,S1109,서울 도시철도 9호선,Gimpo Int'l Airport,金浦空港,환승역,"S1105
I28A1
L41G1
I41WS","서울 도시철도 5호선
인천국제공항선
김포골드라인
서해선",37.562056,126.801633,서울특별시 서울시메트로9호선㈜,서울특별시 강서구 하늘길 지하77,02-2656-0902,2024-08-31
A05,김포공항,I28A1,인천국제공항선,Gimpo Int'l Airport,金浦空港,환승역,S1105+S1109+L41G1,서울 도시철도 5호선+서울 도시철도 9호선+김포도시철도,37.56211652,126.8015442,공항철도주식회사,서울특별시 강서구 하늘길 77,1599-7788,2023-05-31
G109,김포공항역,L41G1,김포도시철도,Gimpo Int‘l Airport ,金浦空港,환승역,,,37.562309,126.801833,김포골드라인에스알에스㈜,서울특별시 강서구 하늘길 지하 77,031-8048-1790,2024.12.18
1980,김포공항역,I41WS,서해선,Gimpo Int'l Airport,金浦空港,환승역,"S1105, S1109, I28A1, L41G1","5호선, 서울 도시철도 9호선, 인천국제공항선, 김포도시철도",37.5621179,126.804056,한국철도공사,서울특별시 강서구 하늘길 지하 77,1588-7788,2025-04-08
0012,김해대학,L48B1,부산김해경전철,Gimhae College,金海大學,일반역,,,35.22899,128.915612,부산-김해경전철㈜,경상남도 김해시 김해대로 2641,055-310-9612,2022-04-27
0014,김해시청,L48B1,부산김해경전철,Gimhae City Hall,金海市廳,일반역,,,35.227103,128.89041,부산-김해경전철㈜,경상남도 김해시 김해대로 2408,055-310-9614,2022-04-27
0518,까치산,S1105,5호선,Kkachisan,까치山,환승역,S1102,수도권  도시철도 2호선,37.5322,126.84645,서울교통공사,서울특별시 강서구 강서로 지하54(화곡동),02-6311-5181,2024-12-31
3753,까치울,S1107,도시철도 7호선,Kkachiul,-,일반역,,,37.506236,126.81095,인천교통공사,경기도 부천시 원미구 길주로 지하 626 (춘의동),032-451-1303,2022-04-30
0404,낙민,L2604,부산 경량도시철도 4호선,Nangmin,樂民,일반역,,,35.20025,129.09078,부산광역시 부산교통공사,부산광역시 동래구 충렬대로 지하 285,051-678-6404,2022-11-30
0227,낙성대(강감찬),S1102,2호선,Nakseongdae,落星垈(姜邯贊),일반역,,,37.47713,126.963583,서울교통공사,서울특별시 관악구 남부순환로 지하1928(봉천동),02-6110-2271,2024-12-31
103,남광주,S2901,광주도시철도 1호선,Namgwangju,南光州,일반역,,,35.1389849,126.92318,광주교통공사,광주광역시 동구 제봉로 지하 14(학동),062-604-8430,2022-09-02
0745,남구로,S1107,7호선,Namguro,南九老,일반역,,,37.486181,126.887372,서울교통공사,서울특별시 구로구 도림로 지하7(구로동) ,02-6311-7451,2024-12-31
3225,남동구청,S2802,인천지하철 2호선,Namdong-gu Office,南洞區廳,일반역,-,-,37.448179,126.736581,인천교통공사,인천광역시 남동구 인주대로 지하 889 (만수동),032-451-4325,2022-04-30
1883,남동인더스파크역,I28K1,수인선,Namdong Induspark,南洞産業團地,일반역,,,37.407668,126.695613,한국철도공사,인천시 남동구 은청로 17,1588-7788,2025-04-08
0341,남부터미널(예술의전당),I1103,3호선,Nambu Bus Terminal (Seoul Arts Center),南部터미널(藝術의殿堂),일반역,,,37.48494,127.016289,서울교통공사,서울특별시 서초구 서초중앙로 지하31(서초동),02-6110-3411,2024-12-31
0330,남산(계명네거리),S2703,대구 도시철도 3호선,"Namsan
(Gyemyeongnegeori)","南山
(계명네거리)",일반역,,,35.85668979,128.5834576,대구교통공사, 중구 남산로 2(남산동),053-640-7581,2025-03-31
0132,남산,S2601,부산 도시철도 1호선,Namsan,南山,일반역,,,35.26528,129.0925,부산광역시 부산교통공사,부산광역시 금정구 중앙대로 지하2019-1 ,051-678-6132,2022-11-30
0311,남산정,S2603,부산 도시철도 3호선,Namsanjeong,南山亭,일반역,,,35.21333,129.02392,부산광역시 부산교통공사,부산광역시 북구 만덕대로 지하 179,051-678-6311,2022-11-30
0737,남성,S1107,7호선,Namseong,南城,일반역,,,37.484688,126.971108,서울교통공사,서울특별시 동작구 사당로 지하218(사당동),02-6311-7371,2024-12-31
0242,남양산,S2602,부산 도시철도 2호선,Namyangsan,南梁山,일반역,,,35.32533,129.01942,부산광역시 부산교통공사,경상남도 양산시 동면 메기로 380,051-678-6242,2022-11-30
1002,남영역,I4101,경부선,Namyeong,南 營,일반역,,,37.540597,126.971171,한국철도공사,서울시 용산구 한강대로 77길 25(갈월동),1588-7788,2025-04-08
0821,남위례,S1108,8호선,Namwirye ,南慰禮,일반역,,,37.462839,127.139047,서울교통공사,경기도 성남시 수정구 공원로 601(복정동),02-6311-8211,2024-12-31
8019,남창역,I26K6,동해선,Namchang,南倉,일반역,,,35.419713,129.28223,한국철도공사,울산시 울주군 온양읍 남창리 42-36,1588-7788,2025-04-08
0211,남천,S2602,부산 도시철도 2호선,Namcheon,南川,일반역,,,35.14217,129.10797,부산광역시 부산교통공사,부산광역시 수영구 수영로 지하 410,051-678-6211,2022-11-30
1328,남춘천역,I41K2,경춘선,Namchuncheon,南春川,일반역,,,37.864071,127.723761,한국철도공사,강원도 춘천시 영서로 2260(퇴계동 633-2),1588-7788,2025-04-08
0434,남태령,I1104,4호선,Namtaeryeong,南泰嶺,일반역,,,37.464339,126.989081,서울교통공사,서울특별시 서초구 과천대로 지하816(방배동),02-6110-4341,2024-12-31
0111,남포,S2601,부산 도시철도 1호선,Nampo,南浦,일반역,,,35.09778,129.03472,부산광역시 부산교통공사,부산광역시 중구 구덕로 지하 12,051-678-6111,2022-11-30
0823,남한산성입구(성남법원·검찰청),S1108,8호선,Namhansanseong(Seongnam Court & Public Prosecutor's Office),南漢山城入口(城南法院檢察廳) ,일반역,,,37.451568,127.159845,서울교통공사,경기도 성남시 수정구 산성대로 지하445(단대동),02-6311-8231,2024-12-31
0097,낫개,S2601,부산 도시철도 1호선,Natgae,羅浦,일반역,,,35.065179,128.979702,부산광역시 부산교통공사,부산광역시 사하구 다대로 지하422,051-678-6197,2022-11-30
0227,내당,S2702,대구 도시철도 2호선,Naedang,內唐,일반역,,,35.860194,128.564593,대구교통공사,달서구 달구벌대로 지하1900 (두류동),053-656-6038,2025-03-31
0735,내방,S1107,7호선,Naebang,內方,일반역,,,37.48764,126.993541,서울교통공사,서울특별시 서초구 서초대로 지하103(방배동),02-6311-7351,2024-12-31
0224,냉정,S2602,부산 도시철도 2호선,Naengjeong,冷井,일반역,,,35.15125,129.01228,부산광역시 부산교통공사,부산광역시 사상구 가야대로 지하 362-1,051-678-6224,2022-11-30
4118,노들,S1109,서울 도시철도 9호선,Nodeul,鹭得,일반역,,,37.512726,126.953096,서울특별시 서울시메트로9호선㈜,서울특별시 동작구 노량진로 지하238 (본동),02-2656-0918,2024-08-31
1004,노량진역,I4101,경부선,Noryangjin,鷺梁津,환승역,S1109,서울 도시철도 9호선,37.514072,126.941671,한국철도공사,서울시 동작구 노량진로 151,1588-7788,2025-04-08
4117,노량진,S1109,서울 도시철도 9호선,Noryangjin,鷺梁津,환승역,I4101,경부선,37.513667,126.940917,서울특별시 서울시메트로9호선㈜,서울특별시 동작구 노량진로 지하130,02-2656-0917,2024-02-29
0411,노원,I1104,4호선,Nowon,蘆原,환승역,S1107,수도권  도시철도 7호선,37.656274,127.063183,서울교통공사,서울특별시 노원구 상계로 69-1(상계동),02-6110-4111,2024-12-31
0713,노원,S1107,7호선,Nowon,蘆原,환승역,I1104,수도권  광역철도 4호선,37.654478,127.060555,서울교통공사,서울특별시 노원구 동일로 지하1409(상계동),02-6311-7131,2024-12-31
0120,노은,S3001,대전 도시철도 1호선,Noeun,老隱,일반역,,,36.37415,127.317835,대전교통공사,대전광역시 유성구 노은로 지하 161(지족동),042-539-3620,2022-05-09
0134,노포,S2601,부산 도시철도 1호선,Nopo,老圃,일반역,,,35.28361,129.095,부산광역시 부산교통공사,부산광역시 금정구 중앙대로 2238,051-678-6134,2022-11-30
100,녹동,S2901,광주도시철도 1호선,Nokdong,鹿洞,일반역,,,35.107028,126.933932,광주교통공사,광주광역시 동구 녹동길 45(용산동),062-604-8410,2022-09-02
0323,녹번,I1103,3호선,Nokbeon,碌磻,일반역,,,37.600882,126.935758,서울교통공사,서울특별시 은평구 통일로 지하602-1(녹번동),02-6110-3231,2024-12-31
0629,녹사평(용산구청),S1106,6호선,Noksapyeong (Yongsan-gu Office),綠莎坪(龍山區廳),일반역,,,37.53469,126.98665,서울교통공사,서울특별시 용산구 녹사평대로 지하195(용산동4가),02-6311-6291,2024-12-31
1908,녹양역,I4102,경원선,Nogyang,綠 楊,일반역,,,37.759416,127.042272,한국철도공사,경기도 의정부시 평화로 757(녹양동 973),1588-7788,2025-04-08
1021,녹천역,I4102,경원선,Nokcheon,鹿 川,일반역,,,37.644599,127.051406,한국철도공사,서울시 도봉구 덕릉로 376(창동),1588-7788,2025-04-08
0732,논현,S1107,7호선,Nonhyeon,論峴,일반역,,,37.511108,127.021385,서울교통공사,서울특별시 강남구 학동로 지하102(논현동),02-6311-7321,2024-12-31
D005,논현,I11D1,신분당선,Nonhyeon,論峴,환승역,I11D1,수도권 광역철도 신분당선,37.5108115,127.0213658,경기도 신분당선,서울특별시 강남구 강남대로 492-2,02) 810-5860,2025-09-30
